Sample_ID,Batch_Code,Product_Name,Test_Date,Moisture_Content_%,Fat_Content_%,Protein_Content_%,Water_Activity_Aw,Acid_Insoluble_Ash_%,Acid_Value_mgKOHg,Peroxide_Value,Total_Plate_Count_CFUg,Yeast_Mold_Count_CFUg,Lead_Pb_mgkg,Cadmium_Cd_mgkg,Failure_Category,Historical_Status
SPL-2026-0379,B-250929-8,Sandwich Biscuit,2025-09-29,5.08,16.88,8.42,0.743,0.016,0.93,0.88,6934,607,0.073,0.042,Physicochemical,Fail
SPL-2026-0737,B-250929-5,Cookies Choco Chip,2025-09-29,3.42,18.99,6.61,0.519,0.011,0.91,0.49,2908,64,0.025,0.173,None,Pass
SPL-2026-0008,B-250929-2,Cracker Filled,2025-09-29,2.24,11.36,6.0,0.491,0.026,2.36,1.87,2479,130,0.135,0.077,Stability,Fail
SPL-2026-0767,B-250930-3,Cracker Filled,2025-09-30,3.75,19.39,6.58,0.56,0.054,1.31,0.71,1743,327,0.115,0.064,None,Pass
SPL-2026-0152,B-250930-3,Marie Biscuit,2025-09-30,3.35,15.32,9.69,0.576,0.029,0.94,1.38,22205,213,0.046,0.079,None,Pass
SPL-2026-0618,B-251001-1,Marie Biscuit,2025-10-01,3.65,16.32,6.61,0.527,0.036,0.48,0.9,1304,594,0.199,0.064,None,Pass
SPL-2026-0217,B-251001-4,Butter Biscuit,2025-10-01,4.59,14.33,7.11,0.71,0.006,0.74,0.63,30451,7622,0.008,0.261,Heavy_Metal,Fail
SPL-2026-0241,B-251002-2,Butter Biscuit,2025-10-02,2.47,17.82,7.77,0.498,0.022,1.95,1.49,3697,832,0.092,0.239,Heavy_Metal,Fail
SPL-2026-0490,B-251002-3,Cracker Filled,2025-10-02,,17.86,7.85,0.789,0.039,1.94,1.06,78761,1462,0.087,0.062,Microbiological,Fail
SPL-2026-0051,B-251002-2,Cookies Choco Chip,2025-10-02,3.67,19.79,6.08,0.562,0.022,0.64,,4607,2292,0.059,0.076,None,Pass
SPL-2026-0442,B-251004-1,Sandwich Biscuit,2025-10-04,4.67,20.32,6.61,0.628,0.048,0.62,1.15,829,1043,0.468,0.025,None,Pass
SPL-2026-0296,B-251005-7,Cracker Plain,2025-10-05,4.23,16.26,5.53,0.595,0.03,0.73,1.02,4874,704,0.286,0.028,None,Pass
SPL-2026-0680,B-251005-3,Wafer Vanilla,2025-10-05,4.86,19.07,7.25,0.746,0.223,0.25,0.75,12858,998,0.195,0.041,Physicochemical,Fail
SPL-2026-0207,B-251006-2,Cookies Choco Chip,2025-10-06,3.82,18.03,8.59,0.582,0.004,1.45,1.03,1814,927,0.16,0.048,None,Pass
SPL-2026-0583,B-251006-3,Butter Biscuit,2025-10-06,5.52,17.89,7.1,0.72,0.002,2.11,0.94,7821,4432,0.405,0.042,Stability,Fail
SPL-2026-0460,B-251006-1,Butter Biscuit,2025-10-06,2.13,19.38,8.06,0.469,0.144,1.79,1.46,231,217,0.031,0.168,Physicochemical,Fail
SPL-2026-0720,B-251007-2,Cracker Filled,2025-10-07,3.23,15.25,5.43,0.552,0.096,0.87,1.0,11129,1572,0.138,0.012,None,Pass
SPL-2026-0916,B-251007-4,Cracker Plain,2025-10-07,1.16,10.29,7.94,0.336,0.027,0.34,0.05,387,88,,0.061,None,Pass
SPL-2026-0165,B-251007-8,Sandwich Biscuit,2025-10-07,3.79,17.78,9.44,0.575,0.002,0.93,0.96,8140,1602,0.045,0.006,None,Pass
SPL-2026-0015,B-251008-6,Cookies Choco Chip,2025-10-08,3.41,13.42,5.41,0.53,0.02,0.47,0.91,12265,1746,0.049,0.027,None,Pass
SPL-2026-0686,B-251008-4,Cookies Choco Chip,2025-10-08,2.91,11.56,6.68,0.523,0.04,1.82,1.48,6633,1296,0.261,0.305,Heavy_Metal,Fail
SPL-2026-0010,B-251008-6,Butter Biscuit,2025-10-08,1.83,21.28,5.19,0.415,0.097,1.42,1.32,395,121,0.202,0.162,None,Pass
SPL-2026-0800,B-251009-4,Cracker Plain,2025-10-09,4.15,16.71,6.88,0.613,0.079,1.03,0.47,1718,3736,0.062,0.016,None,Pass
SPL-2026-0849,B-251009-3,Cookies Choco Chip,2025-10-09,4.89,19.18,8.66,0.66,0.055,0.86,,6096,1120,0.112,0.344,Heavy_Metal,Fail
SPL-2026-0859,B-251010-6,Cracker Filled,2025-10-10,5.83,14.68,3.41,0.809,0.134,0.81,1.07,34937,3015,0.178,0.003,Physicochemical,Fail
SPL-2026-0665,B-251011-2,Cracker Filled,2025-10-11,3.57,20.61,5.68,0.579,0.046,1.31,0.65,42417,563,0.201,0.002,None,Pass
SPL-2026-0311,B-251011-3,Cracker Filled,2025-10-11,3.15,16.46,6.82,0.562,0.001,2.12,1.49,9431,387,0.073,0.08,Stability,Fail
SPL-2026-0074,B-251011-3,Butter Biscuit,2025-10-11,2.44,19.23,,0.474,0.007,0.21,0.68,3827,960,0.02,0.075,Physicochemical,Fail
SPL-2026-0195,B-251011-6,Wafer Vanilla,2025-10-11,3.36,20.18,6.73,,0.176,1.78,1.27,24952,2147,0.165,0.048,Physicochemical,Fail
SPL-2026-0392,B-251013-2,Marie Biscuit,2025-10-13,3.83,15.4,6.18,0.638,0.051,0.96,1.72,994,778,0.214,0.182,None,Pass
SPL-2026-0957,B-251013-1,Sandwich Biscuit,2025-10-13,2.86,22.33,7.48,0.51,0.1,0.63,0.72,184,184,0.66,0.124,Heavy_Metal,Fail
SPL-2026-0920,B-251014-4,Cracker Filled,2025-10-14,3.51,13.36,8.09,0.558,0.05,0.92,0.26,830,469,0.012,0.117,None,Pass
SPL-2026-0902,B-251014-7,Butter Biscuit,2025-10-14,2.6,19.19,6.72,0.416,0.039,0.76,1.16,66,863,0.182,0.013,None,Pass
SPL-2026-0164,B-251014-8,Sandwich Biscuit,2025-10-14,4.78,21.68,7.85,0.686,0.005,0.65,0.5,51123,152,0.256,0.127,Microbiological,Fail
SPL-2026-0991,B-251014-4,Sandwich Biscuit,2025-10-14,3.06,15.31,6.18,0.478,0.031,0.36,0.44,163,796,0.541,0.038,Heavy_Metal,Fail
SPL-2026-0299,B-251014-2,Marie Biscuit,2025-10-14,2.57,19.39,4.92,0.504,0.003,1.86,0.84,12085,239,0.475,0.014,None,Pass
SPL-2026-0147,B-251014-2,Butter Biscuit,2025-10-14,4.11,12.23,4.81,,0.034,0.91,0.54,1461,837,0.319,0.108,None,Pass
SPL-2026-0501,B-251014-6,Butter Biscuit,2025-10-14,3.76,22.58,5.44,0.551,0.021,1.99,,19698,660,0.063,0.014,None,Pass
SPL-2026-0669,B-251015-1,Wafer Vanilla,2025-10-15,4.02,17.25,6.92,0.59,0.077,0.7,0.58,5257,243,0.119,0.107,None,Pass
SPL-2026-0958,B-251015-4,Cracker Filled,2025-10-15,2.97,19.09,8.03,,0.01,0.85,1.27,3568,491,0.033,0.002,None,Pass
SPL-2026-0553,B-251015-2,Cookies Choco Chip,2025-10-15,4.26,20.4,4.24,0.621,0.164,0.81,0.46,22223,599,0.528,0.008,Heavy_Metal,Fail
SPL-2026-0341,B-251016-4,Cracker Filled,2025-10-16,3.56,16.88,6.54,0.563,0.079,1.57,1.68,37940,824,0.412,0.098,None,Pass
SPL-2026-0725,B-251016-7,Cookies Choco Chip,2025-10-16,1.86,17.9,,0.438,,1.33,0.77,737,376,0.086,0.077,None,Pass
SPL-2026-0335,B-251016-5,Cracker Plain,2025-10-16,1.75,12.83,8.33,0.44,0.037,2.0,1.18,476,742,0.268,0.036,Stability,Fail
SPL-2026-0901,B-251016-5,Butter Biscuit,2025-10-16,5.17,19.23,5.7,0.714,0.001,0.79,0.77,4049,504,0.034,0.077,Physicochemical,Fail
SPL-2026-0636,B-251017-1,Cracker Filled,2025-10-17,4.38,11.82,6.1,0.611,0.137,0.22,0.46,17024,9293,0.029,0.023,Physicochemical,Fail
SPL-2026-0922,B-251017-7,Cracker Filled,2025-10-17,4.39,19.09,5.43,0.655,0.028,1.05,1.54,5058,382,0.003,0.089,None,Pass
SPL-2026-0259,B-251019-1,Marie Biscuit,2025-10-19,4.21,19.59,6.96,0.66,0.001,0.99,0.51,3916,558,0.074,0.058,None,Pass
SPL-2026-0140,B-251019-4,Cracker Plain,2025-10-19,2.53,22.89,9.52,0.509,0.151,1.53,1.41,1249,160,0.194,0.194,Physicochemical,Fail
SPL-2026-0848,B-251020-4,Butter Biscuit,2025-10-20,3.61,25.32,6.0,0.596,0.164,0.67,,655,4070,0.169,0.023,Physicochemical,Fail
SPL-2026-0380,B-251020-6,Marie Biscuit,2025-10-20,2.7,17.41,7.15,0.495,0.038,1.97,1.59,1242,604,0.134,0.007,None,Pass
SPL-2026-0577,B-251024-3,Wafer Vanilla,2025-10-24,3.14,25.7,7.64,0.537,0.021,0.63,0.29,375,132,0.285,0.078,None,Pass
SPL-2026-0323,B-251024-3,Cracker Filled,2025-10-24,1.16,14.69,5.14,0.37,,1.81,1.4,503,1032,0.063,0.051,None,Pass
SPL-2026-0497,B-251025-7,Butter Biscuit,2025-10-25,4.51,15.34,6.63,0.672,0.02,1.32,1.31,2068,1534,0.523,0.067,Heavy_Metal,Fail
SPL-2026-0840,B-251026-8,Wafer Vanilla,2025-10-26,3.29,17.34,7.14,0.551,0.035,,1.44,3017,287,0.252,0.125,None,Pass
SPL-2026-0625,B-251026-8,Cracker Filled,2025-10-26,4.62,,7.64,0.652,0.018,0.99,0.97,45351,3188,0.052,0.032,None,Pass
SPL-2026-0664,B-251026-4,Marie Biscuit,2025-10-26,3.67,19.25,,,,0.98,1.47,2215,1545,0.109,0.086,None,Pass
SPL-2026-0222,B-251026-2,Cracker Plain,2025-10-26,2.57,19.97,6.66,0.475,0.029,0.26,0.51,5392,166,0.17,0.107,None,Pass
SPL-2026-0997,B-251026-3,Cracker Plain,2025-10-26,4.6,15.82,3.53,0.671,0.001,0.66,0.6,2750,683,0.009,0.001,Physicochemical,Fail
SPL-2026-0258,B-251027-6,Butter Biscuit,2025-10-27,3.07,19.56,,0.531,0.073,,0.39,41,425,0.299,0.031,None,Pass
SPL-2026-0938,B-251027-6,Marie Biscuit,2025-10-27,3.42,16.37,8.38,0.55,0.035,0.56,0.34,3740,274,0.066,0.007,None,Pass
SPL-2026-0365,B-251027-7,Butter Biscuit,2025-10-27,2.72,16.85,7.71,0.495,0.032,1.63,1.38,2951,96,0.013,0.019,None,Pass
SPL-2026-0565,B-251028-4,Wafer Vanilla,2025-10-28,2.27,14.89,5.82,0.449,0.031,1.79,1.69,1125,35,0.111,0.017,None,Pass
SPL-2026-0084,B-251028-6,Cookies Choco Chip,2025-10-28,3.5,19.42,4.95,0.588,0.015,0.78,0.38,1496,449,0.04,0.013,None,Pass
SPL-2026-0129,B-251028-1,Cracker Filled,2025-10-28,2.62,15.2,3.77,0.495,0.058,0.99,1.69,2280,126,0.032,0.034,Physicochemical,Fail
SPL-2026-0975,B-251029-1,Marie Biscuit,2025-10-29,3.36,24.68,5.0,0.514,,0.05,0.73,154,660,0.303,0.005,None,Pass
SPL-2026-0003,B-251029-4,Cracker Filled,2025-10-29,2.75,13.4,8.24,0.493,0.022,1.37,0.94,318,721,0.319,0.063,None,Pass
SPL-2026-0387,B-251030-8,Butter Biscuit,2025-10-30,3.63,17.67,7.94,0.56,0.029,0.05,,3301,93,0.057,,None,Pass
SPL-2026-0434,B-251031-3,Butter Biscuit,2025-10-31,1.44,14.3,5.17,0.36,0.02,0.91,1.52,844,29,0.054,0.049,None,Pass
SPL-2026-0412,B-251031-1,Marie Biscuit,2025-10-31,3.04,14.41,6.79,0.503,0.011,0.85,0.9,1345,1678,0.093,0.015,None,Pass
SPL-2026-0189,B-251102-4,Marie Biscuit,2025-11-02,3.42,,6.77,0.567,,0.13,0.05,8894,428,0.1,0.008,None,Pass
SPL-2026-0029,B-251102-5,Cracker Plain,2025-11-02,3.93,18.31,7.18,0.645,0.02,0.58,0.69,1881,911,0.043,0.023,None,Pass
SPL-2026-0672,B-251103-7,Cracker Filled,2025-11-03,5.94,15.32,6.52,0.764,0.025,0.87,0.47,3315,6392,,0.061,Physicochemical,Fail
SPL-2026-0728,B-251104-1,Butter Biscuit,2025-11-04,,16.71,6.5,0.51,0.149,0.49,,1097,525,0.142,0.15,Physicochemical,Fail
SPL-2026-0544,B-251104-4,Marie Biscuit,2025-11-04,3.85,25.84,,0.55,0.004,0.66,0.86,1924,79,0.499,0.036,None,Pass
SPL-2026-0759,B-251105-3,Butter Biscuit,2025-11-05,2.95,24.02,7.91,0.583,0.011,0.58,0.93,164,2576,0.069,0.007,None,Pass
SPL-2026-0455,B-251105-7,Cracker Filled,2025-11-05,4.79,10.17,8.41,0.692,0.05,0.46,0.51,5883,804,0.011,0.281,Heavy_Metal,Fail
SPL-2026-0631,B-251106-8,Cookies Choco Chip,2025-11-06,3.8,25.97,6.99,0.629,0.012,0.15,,8067,970,0.13,0.125,None,Pass
SPL-2026-0765,B-251107-2,Sandwich Biscuit,2025-11-07,2.5,15.59,,0.483,0.004,1.04,0.88,160,480,0.098,0.003,None,Pass
SPL-2026-0897,B-251107-6,Cracker Plain,2025-11-07,3.75,20.95,3.4,0.569,0.012,0.83,1.53,1166,135,0.026,0.196,Physicochemical,Fail
SPL-2026-0344,B-251107-6,Cracker Plain,2025-11-07,3.19,19.05,8.06,0.508,0.002,1.38,0.75,487,2863,0.277,0.003,None,Pass
SPL-2026-0627,B-251109-8,Sandwich Biscuit,2025-11-09,3.5,15.14,4.94,0.531,0.007,0.62,0.99,6801,546,0.007,0.149,None,Pass
SPL-2026-0760,B-251110-4,Cookies Choco Chip,2025-11-10,2.11,16.65,7.46,0.47,0.061,1.34,0.77,1015,139,0.129,0.052,None,Pass
SPL-2026-0161,B-251111-7,Wafer Vanilla,2025-11-11,4.18,19.15,4.73,0.605,0.002,0.41,0.55,3413,3154,0.07,0.031,None,Pass
SPL-2026-0791,B-251112-8,Butter Biscuit,2025-11-12,2.56,17.06,6.34,0.515,0.001,,0.78,1644,191,0.284,,None,Pass
SPL-2026-0415,B-251112-3,Butter Biscuit,2025-11-12,2.54,13.52,4.83,0.482,0.021,1.37,1.47,676,467,0.011,0.021,None,Pass
SPL-2026-0628,B-251112-1,Sandwich Biscuit,2025-11-12,3.13,11.99,5.33,0.505,0.004,1.4,1.4,1515,464,0.571,0.001,Heavy_Metal,Fail
SPL-2026-0858,B-251112-7,Butter Biscuit,2025-11-12,4.0,16.1,8.63,0.59,0.054,0.47,1.38,399,1087,0.041,0.048,None,Pass
SPL-2026-0118,B-251113-5,Butter Biscuit,2025-11-13,4.63,18.65,2.6,0.638,0.07,0.12,0.95,7587,3237,0.292,0.001,Physicochemical,Fail
SPL-2026-0156,B-251114-4,Cracker Filled,2025-11-14,4.13,21.02,9.15,0.602,0.083,1.08,1.51,12407,94,0.053,0.003,None,Pass
SPL-2026-0833,B-251114-3,Cracker Plain,2025-11-14,4.8,14.97,7.04,0.667,0.069,,1.17,3033,280,0.017,0.047,None,Pass
SPL-2026-0318,B-251115-4,Cookies Choco Chip,2025-11-15,3.81,19.61,4.41,0.579,0.045,0.34,0.58,325,101,0.005,0.021,Physicochemical,Fail
SPL-2026-0423,B-251115-1,Cookies Choco Chip,2025-11-15,3.14,19.13,5.49,0.555,0.003,0.8,1.41,1162,356,0.03,0.012,None,Pass
SPL-2026-0546,B-251115-4,Butter Biscuit,2025-11-15,4.72,16.92,3.95,0.661,,0.11,0.5,20584,305,0.167,0.039,Physicochemical,Fail
SPL-2026-0396,B-251116-6,Wafer Vanilla,2025-11-16,2.91,11.45,8.44,0.559,0.031,0.38,,237,452,0.088,0.111,None,Pass
SPL-2026-0608,B-251117-3,Cracker Plain,2025-11-17,3.57,17.74,7.93,0.584,0.009,0.95,1.19,7578,346,0.086,0.018,None,Pass
SPL-2026-0350,B-251118-5,Marie Biscuit,2025-11-18,4.56,19.41,6.39,0.619,0.006,1.21,1.29,8878,4175,0.118,0.093,None,Pass
SPL-2026-0654,B-251118-3,Cookies Choco Chip,2025-11-18,3.8,19.91,7.77,0.615,0.012,0.2,0.77,2608,1026,0.001,0.087,None,Pass
SPL-2026-0644,B-251118-4,Cracker Plain,2025-11-18,4.37,24.48,6.28,0.675,0.066,0.96,0.96,846,804,0.019,0.037,None,Pass
SPL-2026-0505,B-251119-1,Marie Biscuit,2025-11-19,,17.16,5.46,0.509,0.044,1.16,0.77,135,63,0.421,0.029,None,Pass
SPL-2026-0188,B-251120-3,Sandwich Biscuit,2025-11-20,4.77,16.62,5.28,0.664,0.027,0.46,0.62,931,486,0.072,0.042,None,Pass
SPL-2026-0764,B-251121-1,Wafer Vanilla,2025-11-21,2.81,13.83,7.13,0.447,0.006,0.53,1.03,367,423,0.114,0.065,None,Pass
SPL-2026-0580,B-251121-5,Butter Biscuit,2025-11-21,,17.39,4.7,0.598,0.023,1.06,0.87,13304,5299,0.063,0.062,None,Pass
SPL-2026-0048,B-251121-5,Wafer Vanilla,2025-11-21,3.56,19.57,4.89,0.581,0.005,0.66,0.53,15940,452,0.03,0.079,None,Pass
SPL-2026-0568,B-251122-6,Marie Biscuit,2025-11-22,1.0,20.22,6.23,0.299,0.019,0.88,1.0,793,315,0.384,0.093,None,Pass
SPL-2026-0873,B-251122-7,Butter Biscuit,2025-11-22,3.86,23.35,6.99,,0.123,2.14,2.25,723,705,0.014,0.069,Stability,Fail
SPL-2026-0525,B-251122-1,Sandwich Biscuit,2025-11-22,2.81,,,0.464,0.047,1.19,1.17,1064,133,0.09,0.011,Physicochemical,Fail
SPL-2026-0952,B-251125-5,Sandwich Biscuit,2025-11-25,5.18,17.53,8.56,0.655,0.009,0.74,0.57,8349,1309,0.049,0.028,Physicochemical,Fail
SPL-2026-0758,B-251125-6,Sandwich Biscuit,2025-11-25,3.5,19.67,8.41,0.601,0.171,0.97,1.27,3728,2538,,0.04,Physicochemical,Fail
SPL-2026-0181,B-251125-6,Wafer Vanilla,2025-11-25,2.13,12.55,8.93,0.459,0.032,0.81,1.19,3991,159,0.142,0.046,None,Pass
SPL-2026-0662,B-251126-7,Cookies Choco Chip,2025-11-26,3.64,20.56,4.22,0.584,0.099,0.12,0.29,24151,296,0.012,0.171,Physicochemical,Fail
SPL-2026-0305,B-251126-8,Cracker Plain,2025-11-26,2.55,17.77,8.43,0.463,0.008,0.65,0.78,2662,414,1.2,0.033,Heavy_Metal,Fail
SPL-2026-0829,B-251128-6,Wafer Vanilla,2025-11-28,4.57,17.54,7.98,0.649,0.078,1.57,1.51,7181,635,0.003,0.085,None,Pass
SPL-2026-0135,B-251128-4,Cookies Choco Chip,2025-11-28,3.98,,7.71,0.56,0.038,0.7,0.36,4360,1263,0.004,0.025,None,Pass
SPL-2026-0885,B-251130-3,Cookies Choco Chip,2025-11-30,4.41,16.04,6.37,0.603,0.122,0.05,0.76,705,1451,0.035,0.014,Physicochemical,Fail
SPL-2026-0846,B-251130-4,Butter Biscuit,2025-11-30,3.11,18.0,9.39,0.545,0.111,1.18,0.61,47157,2388,0.046,0.013,Physicochemical,Fail
SPL-2026-0200,B-251201-2,Wafer Vanilla,2025-12-01,3.73,,4.99,,0.08,2.08,1.37,7858,4042,0.008,0.107,Stability,Fail
SPL-2026-0540,B-251201-4,Butter Biscuit,2025-12-01,,13.61,5.07,0.763,0.134,,0.61,4138,90,0.095,0.175,Physicochemical,Fail
SPL-2026-0554,B-251201-2,Sandwich Biscuit,2025-12-01,3.59,24.03,9.18,0.577,0.017,1.14,0.79,1428,18316,0.118,0.012,Microbiological,Fail
SPL-2026-0397,B-251201-8,Butter Biscuit,2025-12-01,3.43,13.98,4.15,0.557,0.009,,,1287,1089,0.054,0.021,Physicochemical,Fail
SPL-2026-0661,B-251201-4,Marie Biscuit,2025-12-01,4.16,15.74,6.77,0.634,0.097,1.07,1.36,2553,814,0.238,0.024,None,Pass
SPL-2026-0638,B-251202-6,Sandwich Biscuit,2025-12-02,2.8,,10.2,0.482,0.08,0.93,0.96,1532,111,0.089,0.162,None,Pass
SPL-2026-0290,B-251202-4,Cracker Plain,2025-12-02,4.49,22.55,3.7,0.677,0.027,1.43,1.02,952,387,0.207,0.013,Physicochemical,Fail
SPL-2026-0211,B-251203-6,Marie Biscuit,2025-12-03,3.51,,2.5,0.587,0.002,1.3,1.61,1509,85,0.008,0.012,Physicochemical,Fail
SPL-2026-0982,B-251203-1,Cracker Filled,2025-12-03,4.17,,4.37,0.627,0.001,1.21,,2793,301,0.118,0.058,Physicochemical,Fail
SPL-2026-0755,B-251205-8,Cracker Plain,2025-12-05,2.73,17.58,7.36,0.527,0.002,0.18,0.65,3760,186,0.149,0.057,None,Pass
SPL-2026-0753,B-251206-5,Butter Biscuit,2025-12-06,4.89,19.94,5.62,0.711,0.082,0.79,0.52,11207,1234,0.499,0.002,None,Pass
SPL-2026-0171,B-251206-1,Butter Biscuit,2025-12-06,2.38,20.54,3.68,0.467,0.008,0.83,0.25,2098,118,0.144,0.006,Physicochemical,Fail
SPL-2026-0172,B-251207-6,Butter Biscuit,2025-12-07,2.77,22.17,4.0,0.47,0.152,0.79,,8539,705,0.112,0.049,Physicochemical,Fail
SPL-2026-0111,B-251208-3,Marie Biscuit,2025-12-08,3.63,20.54,6.34,0.644,0.003,1.71,1.65,22365,2534,0.221,0.063,None,Pass
SPL-2026-0370,B-251209-2,Cookies Choco Chip,2025-12-09,3.37,14.06,3.48,0.628,0.088,0.83,1.62,1354,4968,0.024,0.016,Physicochemical,Fail
SPL-2026-0196,B-251209-7,Butter Biscuit,2025-12-09,2.03,19.22,6.37,0.415,0.093,0.79,,4337,212,0.009,0.189,None,Pass
SPL-2026-0417,B-251209-5,Wafer Vanilla,2025-12-09,4.33,14.07,,0.6,0.247,0.69,1.0,1997,536,0.102,0.08,Physicochemical,Fail
SPL-2026-0235,B-251210-5,Cracker Plain,2025-12-10,2.35,22.49,6.31,0.504,0.003,0.45,1.0,3636,924,0.141,0.04,None,Pass
SPL-2026-0467,B-251210-3,Marie Biscuit,2025-12-10,3.02,20.77,8.41,0.546,0.04,0.9,0.67,199,1430,0.035,0.061,None,Pass
SPL-2026-0585,B-251210-3,Sandwich Biscuit,2025-12-10,2.22,14.63,3.1,0.456,0.092,1.04,1.15,216,221,0.27,0.008,Physicochemical,Fail
SPL-2026-0128,B-251211-6,Cookies Choco Chip,2025-12-11,4.54,18.71,8.9,0.701,0.06,0.65,0.38,1414,1349,0.214,0.259,Heavy_Metal,Fail
SPL-2026-0337,B-251211-4,Wafer Vanilla,2025-12-11,,12.19,7.06,0.561,0.2,1.15,0.78,3479,12373,0.019,0.018,Microbiological,Fail
SPL-2026-0985,B-251211-6,Cracker Filled,2025-12-11,4.42,18.35,8.36,0.681,0.199,1.6,1.63,10942,1176,,0.172,Physicochemical,Fail
SPL-2026-0994,B-251212-7,Cracker Plain,2025-12-12,2.77,19.42,4.85,0.521,0.024,0.83,0.8,151,113,0.102,0.03,None,Pass
SPL-2026-0068,B-251213-8,Sandwich Biscuit,2025-12-13,3.43,13.37,6.8,0.548,0.034,1.65,1.6,458,1946,0.037,0.064,None,Pass
SPL-2026-0715,B-251214-5,Wafer Vanilla,2025-12-14,3.94,14.25,9.8,0.627,0.047,1.72,1.0,1435,1636,0.371,,None,Pass
SPL-2026-0717,B-251215-4,Cracker Plain,2025-12-15,4.08,19.43,9.89,0.643,0.063,0.96,0.92,91,4539,0.293,,None,Pass
SPL-2026-0130,B-251217-3,Cracker Filled,2025-12-17,3.14,16.09,5.77,0.552,0.071,1.19,,1530,287,0.145,0.031,None,Pass
SPL-2026-0255,B-251217-3,Cracker Filled,2025-12-17,2.59,15.26,5.57,0.479,0.069,0.34,0.2,377,88,0.065,0.11,None,Pass
SPL-2026-0221,B-251217-8,Butter Biscuit,2025-12-17,2.1,15.78,9.08,0.476,0.158,0.14,0.67,1487,179,0.117,0.006,Physicochemical,Fail
SPL-2026-0089,B-251218-3,Cookies Choco Chip,2025-12-18,4.15,15.34,6.72,0.572,0.047,0.45,0.83,1102,524,0.161,0.011,None,Pass
SPL-2026-0205,B-251218-4,Cracker Plain,2025-12-18,4.79,17.41,10.53,0.669,0.037,0.85,1.29,16518,435,0.034,0.128,None,Pass
SPL-2026-0887,B-251218-8,Butter Biscuit,2025-12-18,3.42,14.87,4.6,0.566,0.02,0.78,0.97,1210,829,0.264,0.26,Heavy_Metal,Fail
SPL-2026-0438,B-251219-6,Wafer Vanilla,2025-12-19,4.05,24.27,8.51,0.617,0.049,0.49,0.62,5740,809,0.021,0.002,None,Pass
SPL-2026-0398,B-251219-3,Marie Biscuit,2025-12-19,4.64,18.04,5.47,0.672,0.034,2.23,1.66,943,762,0.015,0.073,Stability,Fail
SPL-2026-0812,B-251219-3,Wafer Vanilla,2025-12-19,2.51,14.21,8.27,0.466,0.054,0.16,,353,610,0.188,0.022,None,Pass
SPL-2026-0723,B-251219-1,Cookies Choco Chip,2025-12-19,1.74,13.04,6.4,0.385,0.014,1.09,1.24,840,485,0.117,0.17,None,Pass
SPL-2026-0224,B-251220-4,Marie Biscuit,2025-12-20,4.83,16.43,5.51,0.664,0.006,0.84,0.64,5496,1122,0.122,0.003,None,Pass
SPL-2026-0277,B-251221-2,Cracker Plain,2025-12-21,2.23,16.29,5.25,,0.043,,1.17,729,311,0.011,0.033,None,Pass
SPL-2026-0981,B-251222-6,Cracker Filled,2025-12-22,3.67,19.17,6.49,0.64,0.013,0.78,1.33,19123,339,0.05,0.021,None,Pass
SPL-2026-0597,B-251222-5,Cracker Filled,2025-12-22,3.11,21.03,6.06,0.516,0.001,0.71,1.27,3039,235,0.082,0.01,None,Pass
SPL-2026-0693,B-251222-8,Wafer Vanilla,2025-12-22,2.75,19.32,6.57,0.51,0.016,1.09,1.44,343,505,0.124,0.106,None,Pass
SPL-2026-0959,B-251223-5,Wafer Vanilla,2025-12-23,4.22,19.28,6.09,0.634,0.073,0.32,,2347,2567,0.82,0.115,Heavy_Metal,Fail
SPL-2026-0648,B-251225-7,Cracker Plain,2025-12-25,2.55,22.47,,0.484,0.002,1.36,0.37,2794,557,0.309,0.05,None,Pass
SPL-2026-0049,B-251227-7,Cracker Filled,2025-12-27,5.6,19.91,5.03,0.781,0.009,1.24,0.87,15284,5198,0.106,0.149,Physicochemical,Fail
SPL-2026-0613,B-251228-2,Cookies Choco Chip,2025-12-28,1.62,17.44,9.56,0.349,0.068,,1.08,317,493,0.171,0.028,None,Pass
SPL-2026-0132,B-251228-8,Cracker Plain,2025-12-28,2.19,22.72,8.97,0.512,,1.48,1.33,5705,100,0.029,0.014,None,Pass
SPL-2026-0427,B-251229-2,Wafer Vanilla,2025-12-29,2.54,14.57,6.86,0.494,0.072,0.4,0.15,1322,1604,0.101,0.024,None,Pass
SPL-2026-0306,B-251229-1,Butter Biscuit,2025-12-29,3.46,22.09,7.09,0.54,0.015,2.07,1.84,1743,2540,0.218,0.147,Stability,Fail
SPL-2026-0813,B-251230-2,Cracker Filled,2025-12-30,4.23,19.38,5.51,0.625,0.029,1.27,1.38,13805,398,0.057,0.004,None,Pass
SPL-2026-0071,B-251231-2,Cookies Choco Chip,2025-12-31,4.16,23.46,7.95,0.658,0.022,,0.7,3496,2079,0.041,0.039,None,Pass
SPL-2026-0274,B-251231-4,Wafer Vanilla,2025-12-31,2.16,16.69,2.91,0.43,0.009,1.31,1.72,214,50,0.009,0.08,Physicochemical,Fail
SPL-2026-0329,B-251231-1,Butter Biscuit,2025-12-31,3.9,24.23,9.67,0.584,0.043,0.72,0.71,1525,348,0.197,0.177,None,Pass
SPL-2026-0424,B-251231-7,Cracker Filled,2025-12-31,3.7,22.33,6.05,0.617,0.022,0.92,0.55,2585,954,0.289,0.062,None,Pass
